SidoName,SggName,AptName,DisQuantityAvg,Time
경기도,수원시,율전-신일,2346.685082872928,20180121
경기도,수원시,율전-신일,2148.936170212766,20180122
경기도,수원시,율전-신일,2416.780821917808,20180123
경기도,수원시,율전-신일,2165.6521739130435,20180124
경기도,수원시,율전-신일,2285.1111111111113,20180125
경기도,수원시,율전-신일,2158.695652173913,20180126
경기도,수원시,율전-신일,2217.0289855072465,20180127
경기도,수원시,율전-신일,2304.972375690608,20180128
경기도,수원시,율전-신일,2335.625,20180129
경기도,수원시,율전-신일,2205.3459119496856,20180130
경기도,수원시,율전-신일,2182.876712328767,20180131
경기도,수원시,율전-늘푸른벽산,1339.1304347826087,20180101
경기도,수원시,율전-늘푸른벽산,1273.5294117647059,20180102
경기도,수원시,율전-늘푸른벽산,1627.5,20180103
경기도,수원시,율전-늘푸른벽산,1265.7142857142858,20180104
경기도,수원시,율전-늘푸른벽산,1532.258064516129,20180105
경기도,수원시,율전-늘푸른벽산,1487.2340425531916,20180106
경기도,수원시,율전-늘푸른벽산,1378.5714285714287,20180107
경기도,수원시,율전-늘푸른벽산,1267.6470588235295,20180108
경기도,수원시,율전-늘푸른벽산,1301.7857142857142,20180109
경기도,수원시,율전-늘푸른벽산,1812.962962962963,20180110
경기도,수원시,율전-늘푸른벽산,1431.578947368421,20180111
경기도,수원시,율전-늘푸른벽산,1457.4074074074074,20180112
경기도,수원시,율전-늘푸른벽산,1691.6666666666667,20180113
경기도,수원시,율전-늘푸른벽산,1559.090909090909,20180114
경기도,수원시,율전-늘푸른벽산,1353.125,20180115
경기도,수원시,율전-늘푸른벽산,1277.142857142857,20180116
경기도,수원시,율전-늘푸른벽산,1391.1764705882354,20180117
경기도,수원시,율전-늘푸른벽산,951.6666666666666,20180118
경기도,수원시,율전-늘푸른벽산,1358.9285714285713,20180119
경기도,수원시,율전-늘푸른벽산,1210.4651162790697,20180120
경기도,수원시,율전-늘푸른벽산,1288.6363636363637,20180121
경기도,수원시,율전-늘푸른벽산,1427.142857142857,20180122
경기도,수원시,율전-늘푸른벽산,1250.0,20180123
경기도,수원시,율전-늘푸른벽산,1347.8260869565217,20180124
경기도,수원시,율전-늘푸른벽산,1611.4285714285713,20180125
경기도,수원시,율전-늘푸른벽산,1033.3333333333333,20180126
경기도,수원시,율전-늘푸른벽산,1434.2857142857142,20180127
경기도,수원시,율전-늘푸른벽산,1362.2448979591836,20180128
경기도,수원시,율전-늘푸른벽산,1410.0,20180129
경기도,수원시,율전-늘푸른벽산,1709.375,20180130
경기도,수원시,율전-늘푸른벽산,1130.3030303030303,20180131
경기도,수원시,율전-화남,2020.6521739130435,20180101
경기도,수원시,율전-화남,2167.0,20180102
경기도,수원시,율전-화남,1904.0,20180103
경기도,수원시,율전-화남,2010.3174603174602,20180104
경기도,수원시,율전-화남,1745.0,20180105
경기도,수원시,율전-화남,1640.5405405405406,20180106
경기도,수원시,율전-화남,1994.1860465116279,20180107
경기도,수원시,율전-화남,2260.8695652173915,20180108
경기도,수원시,율전-화남,2158.823529411765,20180109
경기도,수원시,율전-화남,1825.8064516129032,20180110
경기도,수원시,율전-화남,2173.8636363636365,20180111
경기도,수원시,율전-화남,1772.0,20180112
경기도,수원시,율전-화남,1862.121212121212,20180113
경기도,수원시,율전-화남,2094.4444444444443,20180114
경기도,수원시,율전-화남,2054.1666666666665,20180115
경기도,수원시,율전-화남,1666.6666666666667,20180116
경기도,수원시,율전-화남,2077.1428571428573,20180117
경기도,수원시,율전-화남,1764.9122807017543,20180118
경기도,수원시,율전-화남,2000.0,20180119
경기도,수원시,율전-화남,1753.4883720930231,20180120
경기도,수원시,율전-화남,2194.186046511628,20180121
경기도,수원시,율전-화남,1835.7142857142858,20180122
경기도,수원시,율전-화남,1567.857142857143,20180123
경기도,수원시,율전-화남,1958.3333333333333,20180124
경기도,수원시,율전-화남,1745.0,20180125
경기도,수원시,율전-화남,2048.2758620689656,20180126
경기도,수원시,율전-화남,1996.341463414634,20180127
경기도,수원시,율전-화남,1953.921568627451,20180128
경기도,수원시,율전-화남,1875.0,20180129
경기도,수원시,율전-화남,1779.5454545454545,20180130
경기도,수원시,율전-화남,2185.714285714286,20180131
경기도,수원시,율전-대우이안,1744.4444444444443,20180101
경기도,수원시,율전-대우이안,1921.4912280701753,20180102
경기도,수원시,율전-대우이안,1704.9586776859503,20180103
경기도,수원시,율전-대우이안,1436.5591397849462,20180104
경기도,수원시,율전-대우이안,1288.5,20180105
경기도,수원시,율전-대우이안,1704.4444444444443,20180106
경기도,수원시,율전-대우이안,1974.0458015267175,20180107
경기도,수원시,율전-대우이안,1871.4285714285713,20180108
경기도,수원시,율전-대우이안,1723.9795918367347,20180109
경기도,수원시,율전-대우이안,1813.302752293578,20180110
경기도,수원시,율전-대우이안,1557.0588235294117,20180111
경기도,수원시,율전-대우이안,1500.0,20180112
경기도,수원시,율전-대우이안,1800.0,20180113
경기도,수원시,율전-대우이안,1864.7540983606557,20180114
경기도,수원시,율전-대우이안,1606.1904761904761,20180115
